Article ID,Article URL,Title,Journal,Authors,Abstract,Year,Volume,Pages,Country,Biome,Habitat type,Number of different stability metrics calculated,Type of stability metric,Stability metric,Organizational level,Temporal or spatial stability,Spatial scale,Number of replicates,Size of sampling unit,Temporal scale,Temporal resolution,Main result,"Type of study (empirical, theoretical, experimental, simulation)",Diversity stability relationship,Observations,Multi-interaction,Perturbation type,Perturbation type observations,Press_pulse
91939189,https://sysrev.com/p/121752/article/91939189,Phenology drives mutualistic network structure and diversity,ECOLOGY LETTERS,"Encinas-Viso, F; Revilla, TA; Etienne, RS","Several network properties have been identified as determinants of the stability and complexity of mutualistic networks. However, it is unclear which mechanisms give rise to these network properties. Phenology seems important, because it shapes the topology of mutualistic networks, but its effects on the dynamics of mutualistic networks have scarcely been studied. Here, we study these effects with a general dynamical model of mutualistic and competitive interactions where the interaction strength depends on the temporal overlap between species resulting from their phenologies. We find a negative complexitystability relationship, where phenologies maximising mutualistic interactions and minimising intraguild competitive interactions generate speciose, nested and poorly connected networks with moderate asymmetry and low resilience. Moreover, lengthening the season increases diversity and resilience. This highlights the fragility of real mutualistic communities with short seasons (e.g. Arctic environments) to drastic environmental changes.",2012,15,198-208,,,,1,We determined community stability by means of the variance of all population dynamics over the last 500 time steps of the simulation. We declared a community as stable if this variance was less than 10)6.,Temporal invariability,Community,,Simulation,,,,,"Here, we study these effects with a general dynamical model of mutualistic and competitive interactions where the interaction strength depends on the temporal overlap between species resulting from their phenologies. We find a negative complexity–stability relationship, where phenologies maximising mutualistic interactions and minimising intraguild competitive interactions generate speciose, nested and poorly connected networks with moderate asymmetry and low resilience.",Simulation,Negative complexity-stability relationship,,,Underlying variation,,
91939041,https://sysrev.com/p/121752/article/91939041,The resilience of pollination interactions: importance of temporal phases,JOURNAL OF PLANT ECOLOGY,"Fantinato, E; Del Vecchio, S; Gaetan, C; Buffa, G","Aims The loss of species that engage in close ecological interactions, such as pollination, has been shown to lead to secondary extinctions, ultimately threatening the overall ecosystem stability and functioning. Pollination studies are currently flourishing at all possible levels of interaction organization (i.e., species, guild, group and network), and different methodological protocols aimed to define the resilience of pollination interactions have been proposed. However, the temporal dimension of the resilience of pollination interactions has been often overlooked. In the light of these considerations, we addressed the following questions: does a temporal approach help to reveal critical moments during the flowering season, when pollination interactions are less resilient to perturbations? Do pollination interactions evaluated at species, guild, group and network level show different patterns when assessed through time?
Methods We monitored contacts between plant and pollinator species in dry grassland communities every 15 days during the overall community flowering season (12 surveys). For each survey, we built a quantitative plant-pollinator interaction matrix and we calculated two sets of metrics characterizing, respectively, the diversity and the distribution of interactions across hierarchical levels. To describe the diversity of interactions, we calculated partner diversity (PD) at the species level, vulnerability/generality (V/G) at the guild level, and interaction diversity and evenness at the network level. The distribution of interactions was characterized by calculating selectiveness at the species and the network level, and modularity at the group level. We assessed the temporal variation of PD, V/G at the level of plants and pollinators, and species selectiveness, by means of Linear Mixed Models (LMMs). To investigate the temporal variation of indexes calculated at group and network level, we applied simple linear and quadratic regressions after checking for temporal autocorrelation in residuals.
Important Findings When taking into account the temporal dimension of interactions, the diversity of interactions showed different patterns at different levels of organization. At the species level, no relationship was disclosed between PD and time, when assessing the temporal trend of V/G separately for the guild of plants and pollinators we observed an asymmetric structure of interactions. Pollination interactions showed to be asymmetric throughout the flowering season; however, evenness of interactions and network selectiveness showed significant positive relationships with time, revealing a poorer network of interactions during the end of the flowering season. The temporal analysis of pollination interactions revealed a stronger risk of secondary extinctions at the end of the flowering season, due to a lower degree of redundancy and thus of resilience of the overall network of interactions.",2019,12,157-162,Italy,Temperate,Dry grasslands,2,Temporal variation in partner diversity and vulnerability/generality ,Temporal invariability,Interactions,,Site,26,2x2m,Intra-annual,"Biweekly, 12 surveys","The temporal analysis of pollination interactions revealed a stronger risk of secondary extinctions at the end of the flowering season, due to a lower degree of redundancy and thus of resilience of the overall network of interactions.",Empirical,,,,Underlying variation,,
91938904,https://sysrev.com/p/121752/article/91938904,Hidden effects of habitat restoration on the persistence of pollination networks,ECOLOGY LETTERS,"Gaiarsa, MP; Bascompte, J","Past and recent studies have focused on the effects of global change drivers such as species invasions on species extinction. However, as we enter the United Nations Decade of Ecosystem Restoration the aim must switch to understanding how invasive-species management affects the persistence of the remaining species in a community. Focusing on plant-pollinator interactions, we test how species persistence is affected by restoration via the removal of invasive plant species. Restoration had a clear positive effect on plant persistence, whereas there was no difference between across treatments for pollinator persistence in the early season, but a clear effect in late season, with higher persistence in unrestored sites. Network structure affected only pollinator persistence, while centrality had a strong positive effect on both plants and pollinators. Our results suggest a hidden effect of invasive plants-although they may compete with native plant species, invasive plants may provide important resources for pollinators, at least in the short term.",2022,25,2132-2141,Seychelles,Tropical,Forests,1,Persistence,Persistence,Species,,Site,64,,Intra-annual,Monthly,"Restoration had a clear positive effect on plant persistence, whereas there was no
difference between across treatments for pollinator persistence in the early season,
but a clear effect in late season, with higher persistence in unrestored sites. Network
structure affected only pollinator persistence, while centrality had a strong positive
effect on both plants and pollinators. Our results suggest a hidden effect of invasive
plants—although
they may compete with native plant species, invasive plants may
provide important resources for pollinators, at least in the short term.",Experimental,NA,restored vs unrestored,,Habitat restoration,,
91939243,https://sysrev.com/p/121752/article/91939243,Interaction strength promotes robustness against cascading effects in mutualistic networks,SCIENTIFIC REPORTS,"Gaiarsa, MP; Guimaraes, PR","Perturbations, such as fluctuations in abundance, can ripple across species assemblages through ecological interactions. Furthermore, the way in which ecological interactions are organized into a network and the interaction strengths connecting species may be important for cascading effects. Previous work revealed that network structure determines how cascading effects spread across species assemblages. A next step is to understand how interaction strengths influence cascading effects. Here, we assume that perturbations have negative effects, and we evaluate whether interaction strength affects network robustness to cascading effects in mutualistic interactions, and examine the role of network structure in mediating perturbation cascades when interaction strength is incorporated. We combine empirical data on 18 mutualistic networks, two simulations scenarios, and network theory, to investigate how network structure affects perturbation spreading time, a proxy of network robustness to cascading effects. Simulations in which we included interaction strength presented higher mean spreading time, indicating that interaction strength increases network robustness. Richness, modularity, and nestedness had a strong, positive effect, on mean perturbation spreading time regardless of the interaction strengths. We found that network structure and the distribution of interaction strengths affected communities' robustness to perturbation spreading. Our results contribute to the discussion on the danger that ecosystems face when species, and interactions alike, become extinct.",2019,9,676,,,,1,Perturbation spreading time,Resistance,Species,,Site,18,,Before after simulated perturbation,,"Simulations in which we included interaction strength presented
higher mean spreading time, indicating that interaction strength increases network robustness.
Richness, modularity, and nestedness had a strong, positive effect, on mean perturbation spreading
time regardless of the interaction strengths. We found that network structure and the distribution
of interaction strengths affected communities’ robustness to perturbation spreading",Simulation,NA,,,Species removal,Removal of invasive plant species,Pulse
91938845,https://sysrev.com/p/121752/article/91938845,Field boundary features can stabilise bee populations and the pollination of mass-flowering crops in rotational systems,JOURNAL OF APPLIED ECOLOGY,"Gardner, E; Breeze, TD; Clough, Y; Smith, HG; Baldock, KCR; Campbell, A; Garratt, MPD; Gillespie, MAK; Kunin, WE; McKerchar, M; Potts, SG; Senapathi, D; Stone, GN; Wackers, F; Westbury, DB; Wilby, A; Oliver, TH","Pollinators experience large spatiotemporal fluctuations in resource availability when mass-flowering crops are rotated with resource-poor cereal crops. Yet, few studies have considered the effect this has on pollinator population stability, nor how this might be mitigated to maintain consistent crop pollination services. We assess the potential of boundary features (standard narrow 1 m grassy margins, hedgerows and wide 4 m agri-environment margins) to support and stabilise pollinator populations and pollination service in agricultural landscapes under crop rotation. Assuming a 6-year rotation, we use a process-based pollinator model to predict yearly pollinator population size and in-crop visitation rates to oilseed rape and field bean across 117 study landscapes in England with varying amounts of boundary features. We model both ground-nesting bumblebees and solitary bees and compare the predictions including and excluding boundary features from the landscapes. Ground-nesting bumblebee populations, whose longer-lifetime colonies benefit from continuity of resources, were larger and more stable (relative to the no-features scenario) in landscapes with more boundary features. Ground-nesting solitary bee populations were also larger but not significantly more stable, except with the introduction of wide permanent agri-environment margins, due to their shorter lifetimes and shorter foraging/dispersal ranges. Crop visitation by ground-nesting bumblebees was greater and more stable in landscapes with more boundary features, partly due to increased colony growth prior to crop flowering. Time averaged crop visitation by ground-nesting solitary bees was slightly lower, due to females dividing their foraging time between boundary features and the crop. However, despite this, the minimum pollination service delivered was higher, due to the more stable delivery. Synthesis and applications. Field boundary features have an important role in stabilising pollinator populations and pollination service in rotational systems, although maintenance of larger semi-natural habitat patches may be more effective for stabilising less mobile solitary bee populations. We recommend using combinations of boundary features, accounting for pollinator range when spacing features/rotating crops, and synchronising boundary feature management with crop rotation to maximise their stabilising benefits.",2021,58,2287-2304,UK,Temperate,Agricultural landscapes,2,"root mean square variability
about this mean",Temporal invariability,Visitation rate (bumblebees and ground-nesting bees),,Landscape,117,10 x 10 km2,Inter-annual,20 years,"Our findings demonstrate the stabilising effect these features (hedge rows and margins) can have upon populations and pollination services by buffering them against the spatially and temporally variable resources generated by low-diversity crop rotations. The
seasonal importance of different boundary features for promoting stability reflects the bumblebees' requirement for sustained floral resources throughout the prolonged lifetime of the colony and emphasises
the importance of multiple boundary features if a single feature cannot provide continuous resources",Simulation,,,,Introduction of field boundaries,,
91939730,https://sysrev.com/p/121752/article/91939730,Stability of pollination services decreases with isolation from natural areas despite honey bee visits,ECOLOGY LETTERS,"Garibaldi, LA; Steffan-Dewenter, I; Kremen, C; Morales, JM; Bommarco, R; Cunningham, SA; Carvalheiro, LG; Chacoff, NP; Dudenhoffer, JH; Greenleaf, SS; Holzschuh, A; Isaacs, R; Krewenka, K; Mandelik, Y; Mayfield, MM; Morandin, LA; Potts, SG; Ricketts, TH; Szentgyorgyi, H; Viana, BF; Westphal, C; Winfree, R; Klein, AM","Sustainable agricultural landscapes by definition provide high magnitude and stability of ecosystem services, biodiversity and crop productivity. However, few studies have considered landscape effects on the stability of ecosystem services. We tested whether isolation from florally diverse natural and semi-natural areas reduces the spatial and temporal stability of flower-visitor richness and pollination services in crop fields. We synthesised data from 29 studies with contrasting biomes, crop species and pollinator communities. Stability of flower-visitor richness, visitation rate (all insects except honey bees) and fruit set all decreased with distance from natural areas. At 1 km from adjacent natural areas, spatial stability decreased by 25, 16 and 9% for richness, visitation and fruit set, respectively, while temporal stability decreased by 39% for richness and 13% for visitation. Mean richness, visitation and fruit set also decreased with isolation, by 34, 27 and 16% at 1 km respectively. In contrast, honey bee visitation did not change with isolation and represented > 25% of crop visits in 21 studies. Therefore, wild pollinators are relevant for crop productivity and stability even when honey bees are abundant. Policies to preserve and restore natural areas in agricultural landscapes should enhance levels and reliability of pollination services.",2011,14,1062-1072,Global,,,3,"Stability of flowervisitor
richness, visitation rate (all insects except honey bees) and fruit set. Specifically, temporal and spatial stability of pollination are defined
here as low variation over time (days within the flowering season) and
space (within site variation) respectively (Table 1). The inverse of the
coefficient of variation convenient measure of stability because it is dimensionless and scale
invariant, and accounts for nonlinear dynamics, among other reasons",Temporal invariability,Species,Temporal and spatial,Site,29,Variable,Intra-annual,,"Stability of flowervisitor
richness, visitation rate (all insects except honey bees) and fruit set all decreased with distance from
natural areas. At 1 km from adjacent natural areas, spatial stability decreased by 25, 16 and 9% for richness,
visitation and fruit set, respectively, while temporal stability decreased by 39% for richness and 13% for
visitatio",Empirical,,,,Distance to natural areas,,
91939270,https://sysrev.com/p/121752/article/91939270,Effects of landscape composition on bee communities and coffee pollination in Coffea arabica production forests in southwestern Ethiopia,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"Geeraert, L; Aerts, R; Berecha, G; Daba, G; De Fruyt, N; D'hollander, J; Helsen, K; Stynen, H; Honnay, O","Agricultural expansion and intensification threaten pollinator populations worldwide, potentially jeopardizing crop pollination. Although the highest rates of cropland expansion are currently found within the tropics, quantifying effects of landscape composition on tropical pollinator communities and the provided pollination services to crops has received relatively limited attention. Here, we studied the relationship between land use in the landscape matrix surrounding Ethiopian coffee production forests and their bee communities and coffee pollination services. We used pan traps to collect bees from 20 plots located in small-scale coffee (Coffea arabica) production forests of varying size in a major Arabica coffee production zone in southwestern Ethiopia. To estimate the provided coffee pollination services, we performed pollinator exclusion experiments and calculated yield stability across three years. We collected 595 bees belonging to 27 species, with the honeybee (Apis mellifera) as dominant species. We found a significant convex parabolic relationship between the non-Apis bee diversity within coffee production forests and the proportion of open agricultural land in the surrounding landscape. Pollinator exclusion resulted in a significantly lower initial, but not final, fruit set. Whereas initial fruit set was not affected by the composition of the bee community, our results indicated a positive relation between non-Apis bee diversity and temporal coffee yield stability. High proportions of fruit drop suggested that physiological stress factors may have abrogated the potential benefits of insect pollination in the final fruit set. We conclude that the agricultural land and homesteads surrounding the coffee production forests still support sufficient nesting and feeding resources for non-Apis bees, hence providing a source of potential coffee pollinators. Increasing human population in the region and the increasing demand for food may present future challenges to reconcile the required increased agricultural production with the conservation of pollinator species and pollination services.",2020,288,106706,Ethiopia,Tropical,Coffee agroforests,1,Yield stability,Temporal invariability,Function (Fruit set),,Site,20,10x10m,Inter-annual,3 years,"Whereas initial fruit set was not affected by the composition of the bee community, our results indicated a positive relation between non-Apis bee diversity and temporal coffee yield stability. ",Empirical,Positive linear,,,Pollinator exclusion,,
91939346,https://sysrev.com/p/121752/article/91939346,The relative importance of pollinator abundance and species richness for the temporal variance of pollination services,ECOLOGY,"Genung, MA; Fox, J; Willlms, NM; Kremen, C; Ascher, J; Gibbs, J; Winfree, R","The relationship between biodiversity and the stability of ecosystem function is a fundamental question in community ecology, and hundreds of experiments have shown a positive relationship between species richness and the stability of ecosystem function. However, these experiments have rarely accounted for common ecological patterns, most notably skewed species abundance distributions and non-random extinction risks, making it difficult to know whether experimental results can be scaled up to larger, less manipulated systems. In contrast with the prolific body of experimental research, few studies have examined how species richness affects the stability of ecosystem services at more realistic, landscape scales. The paucity of these studies is due in part to a lack of analytical methods that are suitable for the correlative structure of ecological data. A recently developed method, based on the Price equation from evolutionary biology, helps resolve this knowledge gap by partitioning the effect of biodiversity into three components: richness, composition, and abundance. Here, we build on previous work and present the first derivation of the Price equation suitable for analyzing temporal variance of ecosystem services. We applied our new derivation to understand the temporal variance of crop pollination services in two study systems (watermelon and blueberry) in the mid-Atlantic United States. In both systems, but especially in the watermelon system, the stronger driver of temporal variance of ecosystem services was fluctuations in the abundance of common bee species, which were present at nearly all sites regardless of species richness. In contrast, temporal variance of ecosystem services was less affected by differences in species richness, because lost and gained species were rare. Thus, the findings from our more realistic landscapes differ qualitatively from the findings of biodiversity-stability experiments.",2017,98,,USA,Temperate,Commercial watermelon and blueberry fields,1,Variance in contribution of bee species to pollen deposition,Persistence,Function,Temporal,Site,26,50 m transect,Intra-annual,3 periods per year,"the stronger driver of temporal variance of ecosystem services was
fluctuations in the abundance of common bee species, which were present at nearly all sites
regardless of species richness. In contrast, temporal variance of ecosystem services was less affected
by differences in species richness, because lost and gained species were rare. Thus, the findings from
our more realistic landscapes differ qualitatively from the findings of biodiversity-stability
experiments.",Empirical,"No contributiion of species richness to stability, rather contribution of species abundances",,,Underlying variation,,
91939807,,Structural resilience and high interaction dissimilarity of plant-pollinator interaction networks in fire-prone grasslands,OECOLOGIA,"Goldas, CD; Podgaiski, LR; da Silva, CVC; Ferreira, PMA; Vizentin-Bugoni, J; Mendonca, MD","Fire is a frequent disturbance in most grasslands around the world, being key for the structure and dynamics of the biodiversity in such ecosystems. While grassland species may be resilient, little is known on how plant–pollinator networks reassemble after fire. Here, we investigate the structure and dynamics of plant–pollinator networks and the variation in species roles over a 2-year post-fire chronosequence on grassland communities in Southern Brazil. We found that both network specialization and modularity were similar over the chronosequence of time-since-fire, but in freshly burnt areas, there were more species acting as network hubs. Species roles exhibited high variation, with plant and pollinator species shifting roles along the post-disturbance chronosequence. Interaction dissimilarity was remarkably high in networks irrespective of times-since-fire. Interaction dissimilarity was associated more with rewiring than with species turnover, indicating that grassland plant and pollinator species are highly capable of switching partners. Time-since-fire had little influence on network structure but influenced the identity and diversity of pollinators playing key roles in the networks. These findings suggest that pollination networks in naturally fire-prone ecosystems are highly dynamic and resilient to fire with both plants and pollinators being highly capable of adjusting their interactions and network structure after disturbance.",2022,198,179-192,Brazil,Tropical,Grassland,2,Turnover in species roles and interactions,Persistence,Interactions,Temporal and spatial,Site,12,"0.60 to
7.74 hectares",,,"Species roles exhibited high variation, with plant and pollinator species shifting roles along the
post-disturbance chronosequence. Interaction dissimilarity was remarkably high in networks irrespective of times-sincefire.
Interaction dissimilarity was associated more with rewiring than with species turnover, indicating that grassland plant
and pollinator species are highly capable of switching partners",Empirical,,,,,,
91938769,https://sysrev.com/p/121752/article/91938769,Past and potential future effects of habitat fragmentation on structure and stability of plant-pollinator and host-parasitoid networks,NATURE ECOLOGY & EVOLUTION,"Grass, I; Jauker, B; Steffan-Dewenter, I; Tscharntke, T; Jauker, F","Habitat fragmentation is a primary threat to biodiversity, but how it affects the structure and stability of ecological networks is poorly understood. Here, we studied plant-pollinator and host-parasitoid networks on 32 calcareous grassland fragments covering a size gradient of several orders of magnitude and with amounts of additional habitat availability in the surrounding landscape that varied independent of fragment size. We find that additive and interactive effects of habitat fragmentation at local (fragment size) and landscape scales (1,750 m radius) directly shape species communities by altering the number of interacting species and, indirectly, their body size composition. These, in turn, affect plant-pollinator, but not host-parasitoid, network structure: the nestedness and modularity of plant-pollinator networks increase with pollinator body size. Moreover, pollinator richness increases modularity. In contrast, the modularity of host-parasitoid networks decreases with host richness, whereas neither parasitoid richness nor body size affects network structure. Simulating species coextinctions also reveals that the structure-stability relationship depends on species' sensitivity to coextinctions and their capacity for adaptive partner switches, which differ between mutualistic and antagonistic interaction partners. While plant-pollinator communities may cope with future habitat fragmentation by responding to species loss with opportunistic partner switches, past effects of fragmentation on the current structure of host-parasitoid networks may strongly affect their robustness to coextinctions under future habitat fragmentation.",2018,2,1408-1417,Germany,Temperate,Calcareous grasslands,1,Resistance measured as robustness to species coextinctions under habitat loss scenarios,Resistance,Species,,Site,32,"range from 314–51,395 m2.",Before after species removal,"5 min transect walks 6 times from April to September 2004
within a 4 m corridor","If pollinators are highly sensitive to the loss of their plant partners and have poor capacity for adaptive partner switches, then nestedness is a driver of stability, but if a high degree of interaction flexibility is allowed then nestedness is a poor predictor of stability. Modularity also destabilizes plant-pollinator networks",Simulation,NA,,,Species removal,,
91939865,https://sysrev.com/p/121752/article/91939865,Network robustness and structure depend on the phenological characteristics of plants and pollinators,ECOLOGY AND EVOLUTION,"Guzman, LM; Chamberlain, SA; Elle, E","Many structural patterns have been found to be important for the stability and robustness of mutualistic plant-pollinator networks. These structural patterns are impacted by a suite of variables, including species traits, species abundances, their spatial configuration, and their phylogenetic history. Here, we consider a specific trait: phenology, or the timing of life history events. We expect that timing and duration of activity of pollinators, or of flowering in plants, could greatly affect the species' roles within networks in which they are embedded. Using plant-pollinator networks from 33 sites in southern British Columbia, Canada, we asked (a) how phenological species traits, specifically timing of first appearance in the network and duration of activity in a network, were related to species' roles within a network, and (b) how those traits affected network robustness to phenologically biased species loss. We found that long duration of activity increased connection within modules for both pollinators and plants and among modules for plants. We also found that date of first appearance was positively related to interaction strength asymmetry in plants but negatively related to pollinators. Networks were generally more robust to the loss of pollinators than plants, and robustness increased if the models allow new interactions to form when old ones are lost, constrained by overlapping phenology of plants and pollinators. Robustness declined with the loss of late-flowering plants, which tended to have higher interaction strength asymmetry. In addition, robustness declined with loss of early-flying or long-duration pollinators. These pollinators tended to be among-module connectors. Our results point to networks being limited by early-flying pollinators. If plants flower earlier due to climate change, plant fitness may decline as they will depend on early emerging pollinators, unless pollinators also emerge earlier.",2021,11,13321–13334,Canada,Temperate,"oak savanna (12 networks), shrub–steppe
(eight networks), and restored hedgerows (13 networks).",1,"To measure network robustness (Memmott et al., 2004), we used
the “Dependent random-search
Coextinction Model” (Baumgartner
et al., 2020). This algorithm randomly removes either a pollinator or
a plant j and then estimates the susceptibility to extinction of the
interacting species i. The susceptibility to extinction of species i is
determined by the product of the interaction strength, the intrinsic
demographic dependence of the affected species (Ri ) on the
interaction with the removed species, and the average dissimilarity
between the removed species j and all other species. Demographic
dependence (Ri) determines how strongly a plant or pollinator species
depend on their interacting species for their growth.",Resistance,Species,Temporal and spatial,Site,33,1 ha,Before after species removal,12 times per year for one year,"Networks were generally more robust to
the loss of pollinators than plants, and robustness increased if the models allow new
interactions to form when old ones are lost, constrained by overlapping phenology
of plants and pollinators. Robustness declined with the loss of late-flowering
plants,
which tended to have higher interaction strength asymmetry. In addition, robustness
declined with loss of early-flying
or long-duration
pollinators. These pollinators
tended to be among-module
connectors. Our results point to networks being limited
by early-flying
pollinators. If plants flower earlier due to climate change, plant fitness
may decline as they will depend on early emerging pollinators, unless pollinators also
emerge earlier.",Simulation,,,,Species removal,,
91939003,https://sysrev.com/p/121752/article/91939003,"Mutualism increases diversity, stability, and function of multiplex networks that integrate pollinators into food webs",NATURE COMMUNICATIONS,"Hale, KRS; Valdovinos, FS; Martinez, ND","Ecosystems are composed of complex networks of many species interacting in different ways. While ecologists have long studied food webs of feeding interactions, recent studies increasingly focus on mutualistic networks including plants that exchange food for reproductive services provided by animals such as pollinators. Here, we synthesize both types of consumer-resource interactions to better understand the controversial effects of mutualism on ecosystems at the species, guild, and whole-community levels. We find that consumer-resource mechanisms underlying plant-pollinator mutualisms can increase persistence, productivity, abundance, and temporal stability of both mutualists and non-mutualists in food webs. These effects strongly increase with floral reward productivity and are qualitatively robust to variation in the prevalence of mutualism and pollinators feeding upon resources in addition to rewards. This work advances the ability of mechanistic network theory to synthesize different types of interactions and illustrates how mutualism can enhance the diversity, stability, and function of complex ecosystems. Aside from their pollination function, pollinators consume and are consumed by other members of ecological communities; these relationships could explain the controversial effects of pollinators on ecological networks. Here the authors show that when mutualists such as pollinators are introduced into food webs, they increase ecosystem biodiversity, stability, and function.",2020,11,2182,,,,2,Species persistence: fraction of sps whose biomass is above extinction threshold at the end of simulation and biomass variability as CV of biomass of surviving sps,Persistence,Ecosystem and species,,Simulation,238,,,1000 time steps," We found that adding more intense mutualisms strongly increases the diversity, persistence, productivity, consumption, biomass, network complexity (number of species and interactions), and temporal stability of biomass over that in networks with weaker or no mutualisms",Simulation,,,,Underlying variation,,
91938951,https://sysrev.com/p/121752/article/91938951,Stability of crop pollinator occurrence is influenced by bee community composition,FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,"Hutchinson, LA; Oliver, TH; Breeze, TD; Greenwell, MP; Powney, GD; Garratt, MPD","Bees provide a vital ecosystem service to agriculture by contributing to the pollination of many leading global crops. Human wellbeing depends not only on the quantity of agricultural yields, but also on the stability and resilience of crop production. Yet a broad understanding of how the diversity and composition of pollinator communities may influence crop pollination service has previously been hindered by a scarcity of standardized data. We used outputs from Bayesian occupancy detection models to examine patterns in the inter-annual occupancy dynamics of the bee pollinator communities of four contrasting crops (apples, field bean, oilseed and strawberries) in Great Britain between 1985 and 2015. We compared how the composition and species richness of different crop pollinator communities may affect the stability of crop pollinator occurrence. Across the four crops, we found that the inter-annual occupancy dynamics of the associated pollinator communities tended to be more similar in smaller communities with closely related pollinator species. Our results indicate that crop pollinator communities composed of a small number of closely related bee species show greater variance in mean occupancy compared to crops with more diverse pollinator communities. Lower variance in the occurrence of crop pollinating bee species may lead to more stable crop pollination services. Finally, whilst our results initially indicated some redundancy within most crop pollinator communities, with no, or little, increase in the variance of overall mean occupancy when species were initially removed, this was followed by a rapid acceleration in the variance of crop pollinator occurrence as each crop's bee pollinator community was increasingly depreciated. High inter-annual variations in pollination services have negative implications for crop production and food security. High bee diversity could ensure more stable and resilient crop pollination services, yet current agri-environment schemes predominantly benefit a limited suite of common species. Management may therefore benefit from targeting a wider diversity of solitary species in order to safeguard crop pollination service in the face of increasing environmental change.",2022,6,943309,UK,Temperate,Agricultural landscapes,1,Standard deviation of crop pollinator occurrence for group of flower visitors per crop for 4 crops,Persistence,Species,,National,,1km2,Inter-annual,Annual,"Our results indicate that crop pollinator communities
composed of a small number of closely related bee species show greater
variance in mean occupancy compared to crops with more diverse pollinator
communities.",Empirical,Positive linear,,,Underlying variation,,
91939504,https://sysrev.com/p/121752/article/91939504,Nearby rainforest promotes coffee pollination by increasing spatio-temporal stability in bee species richness,FOREST ECOLOGY AND MANAGEMENT,"Klein, AM","Natural tropical forests are highly diverse and are known to contribute to forest-based services such as pollination of nearby crops. Landscape changes cause spatial and temporal bee community changes, but consequences how the community changes affect pollination is not well analyzed. This paper addresses the effects of rainforest distance and on site flower resources in agro-forests on spatial and temporal variation in pollinator communities and the consequences for coffee pollination.
The Study was conducted in 24 agro-forests dominated by coffee and cacao in Sulawesi, Indonesia differing in their distance to rainforest margin of the Lore-Lindu National Park and in flower density and its temporal variation. In all agro-forests, (1) transect surveys of the understory were obtained over a five-month period to assess bee community compositional similarity, bee diversity, and the temporal variation in bee diversity; and (2) coffee flower visitors were observed and open and bagged pollination treatments conducted over one week of coffee blooming to assess bee diversity and the spatial variation in bee diversity and coffee pollination.
Mean number of shared species of the understory ranged between 40 and 60% per agro-forest and was higher in agro-forests nearby the rainforest than in agro-forests with a minimal distance of 500 m isolated from the rainforest. Mean species richness in the understory and in coffee flowers decreased with rainforest isolation and increased with flower resource availability. Temporal variation in bee species richness of the understory and spatial variation of the coffee flower-visiting bee species richness per agro-forest increased with forest distance. The variation in bee species richness decreased the mean and increased the spatial variation in bee-pollinated coffee fruit set per agro-forest.
In conclusion, crops grown near intact rainforests and which profit from the pollination by many species may fluctuate less in bee-pollinated fruit set across crop plants than crop plants in isolated agriculture that receive low or even single species pollination services (C) 2009 Elsevier B.V. All rights reserved.",2009,258,1838-1845,Indonesia,Tropical,Coffee agroforests,3,"and temporal variation (CV) in
flower density; (i) temporal variation (CV) in the understory bee
species richness and abundance sampled at different times outside
the period when coffee blooms, and (ii) spatial variation (CV) in
species richness and abundance of bees foraging on individual
coffee plants during the bloom period. Spatial CV in fruit set.",Temporal invariability,"Resources, Species, community and function",Temporal and spatial,Site,24,5 200-m transects,Intra-annual,Every 2-3 weeks for 2 years,"Temporal variation in bee
species richness of the understory and spatial variation of the coffee flower-visiting bee species richness
per agro-forest increased with forest distance.",Empirical,,,,Distance to rainforest,,
91938786,https://sysrev.com/p/121752/article/91938786,Precipitation and the robustness of a plant and flower-visiting insect network in a xeric ecosystem,JOURNAL OF ARID ENVIRONMENTS,"Lance, RF; Bailey, P; Lindsay, DL; Cobb, NS","Complex networks of species interactions are integral to the stability of ecological communities. The responses of these networks to extreme environmental fluctuations are key to understanding the evolution of these networks and their roles in stabilizing ecological communities. From 2008 to 2009 we observed the effects of extreme differences in annual precipitation on a network of plants and flower visiting insects in a xeric grassland. Significant decreases in plant and insect diversity in the dry year were mirrored by decreases in the number of network nodes and links. However, the relative density of network connections increased in the dry year and other important topological features, such as nestedness and modularity, were largely unchanged. The resilience of the network to node (plants or insect species) loss was high in both years. Though bees tend to dominate pollination communities in drier climes, we did not observe a shift in the relative richness of bee species in the dry year. Our results indicate that well-linked, drought-resistant plants are important to community resilience during ecologically challenging periods and that networks of plants and flowering-visiting insects may be robust to extreme climatic change, at least over short periods, as long as those critical, resilient hubs are protected. Published by Elsevier Ltd.",2017,144,48-59,USA,Desert,Xeric grassland,1,Resistance measured as robustness to species coextinctions,Resistance,Species,,Site,16,25 x 100 m,Before after species removal,"Each plotwas sampled one time in each of the following months
and years: April 2008, May 2008, July 2008, August 2008,
September 2008, May 2009, July 2009, August 2009, and
September 2009. Sampling commenced each day starting at
approximately 60 min after sunrise and ending at about 1300 h.","The bipartite networks from the wet year and dry year showed
nearly identical patterns of secondary extinctions under both the
random and best-linked models of node loss for both plants and FVI
(Fig. 5, Fig. 6). In both cases and for both plants and FVI extinctions,
the wet year network exhibited greater robustness than the dry
year network.",Simulation,NA,,,Changes in precipitation,,
